辺 邊
返 返
遍 遍
便 便
勉 勉
娩 娩
弁 辯
鞭 鞭
保 保
舗 舖
鋪 鋪
圃 圃
捕 捕
歩 步
甫 甫
補 補
輔 輔
穂 穗
募 募
墓 墓
慕 慕
戊 戊
暮 暮
母 母
簿 簿
菩 菩
倣 仿
俸 俸
包 包
呆 呆
報 報
奉 奉
宝 寶
峰 峰
峯 峯
崩 崩
庖 庖
抱 抱
捧 捧
放 放
方 方
朋 朋
法 法
泡 泡
烹 烹
砲 砲
縫 縫
胞 胞
芳 芳
萌 萌
蓬 蓬
蜂 蜂
褒 褒
訪 訪
豊 豐
邦 邦
鋒 鋒
飽 飽
鳳 鳳
鵬 鵬
乏 乏
亡 亡
傍 傍
剖 剖
坊 坊
妨 妨
帽 帽
忘 忘
忙 忙
房 房
暴 暴
望 望
某 某
棒 棒
冒 冒
紡 紡
肪 肪
膨 膨
謀 謀
貌 貌
貿 貿
鉾 鉾
防 防
吠 吠
頬 頰
北 北
僕 僕
卜 卜
墨 墨
撲 撲
朴 朴
牧 牧
睦 睦
穆 穆
釦 釦
勃 勃
没 沒
殆 殆
堀 堀
幌 幌
奔 奔
本 本
翻 翻
凡 凡
盆 盆
摩 摩
磨 磨
魔 魔
麻 麻
埋 埋
妹 妹
昧 昧
枚 枚
毎 每
哩 哩
槙 槙
幕 幕
膜 膜
枕 枕
鮪 鮪
柾 柾
鱒 鱒
桝 桝
亦 亦
俣 俁
又 又
抹 抹
末 末
沫 沫
迄 迄
侭 儘
繭 繭
麿 麿
万 萬
慢 慢
満 滿
漫 漫
蔓 蔓
味 味
未 未
魅 魅
巳 巳
箕 箕
岬 岬
密 密
蜜 蜜
湊 湊
蓑 蓑
稔 稔
脈 脈
妙 妙
粍 粍
民 民
眠 眠
務 務
夢 夢
無 無
牟 牟
矛 矛
霧 霧
鵡 鵡
椋 椋
婿 婿
娘 娘
冥 冥
名 名
命 命
明 明
盟 盟
迷 迷
銘 銘
鳴 鳴
姪 姪
牝 牝
滅 滅
免 免
棉 棉
綿 綿
緬 緬
面 面
麺 麵
摸 摸
模 模
茂 茂
妄 妄
孟 孟
毛 毛
猛 猛
盲 盲
網 網
耗 耗
蒙 蒙
儲 儲
木 木
黙 默
目 目
杢 杢
勿 勿
餅 餅
尤 尤
戻 戾
籾 籾
貰 貰
問 問
悶 悶
紋 紋
門 門
匁 匁
也 也
冶 冶
夜 夜
爺 爺
耶 耶
野 野
弥 彌
矢 矢
厄 厄
役 役
約 約
薬 藥
訳 譯
躍 躍
靖 靖
柳 柳
薮 藪
鑓 鑓
愉 愉
愈 愈
油 油
癒 癒
諭 諭
輸 輸
唯 唯
佑 佑
優 優
勇 勇
友 友
宥 宥
幽 幽
悠 悠
憂 憂
揖 揖
有 有
柚 柚
湧 湧
涌 涌
猶 猶
猷 猷
由 由
祐 祐
裕 裕
誘 誘
遊 遊
邑 邑
郵 郵
雄 雄
融 融
夕 夕
予 予
余 余
与 與
誉 譽
輿 輿
預 預
傭 傭
幼 幼
妖 妖
容 容
庸 庸
揚 揚
揺 搖
擁 擁
曜 曜
楊 楊
様 樣
洋 洋
溶 溶
熔 熔
用 用
窯 窯
羊 羊
耀 耀
葉 葉
蓉 蓉
要 要
謡 謠
踊 踊
遥 遙
陽 陽
養 養
慾 慾
抑 抑
欲 欲
沃 沃
浴 浴
翌 翌
翼 翼
淀 淀
羅 羅
螺 螺
裸 裸
来 來
莱 萊
頼 賴
雷 雷
洛 洛
絡 絡
落 落
酪 酪
乱 亂
卵 卵
嵐 嵐
欄 欄
濫 濫
藍 藍
蘭 蘭
覧 覽
利 利
吏 吏
履 履
李 李
梨 梨
理 理
璃 璃
痢 痢
裏 裏
裡 裡
里 里
離 離
陸 陸
律 律
率 率
立 立
葎 葎
掠 掠
略 略
劉 劉
流 流
溜 溜
琉 琉
留 留
硫 硫
粒 粒
隆 隆
竜 龍
龍 龍
侶 侶
慮 慮
旅 旅
虜 虜
了 了
亮 亮
僚 僚
両 兩
凌 凌
寮 寮
料 料
梁 梁
涼 涼
猟 獵
療 療
瞭 瞭
稜 稜
糧 糧
良 良
諒 諒
遼 遼
量 量
陵 陵
領 領
力 力
緑 綠
倫 倫
厘 厘
林 林
淋 淋
燐 燐
琳 琳
臨 臨
輪 輪
隣 隣 鄰
鱗 鱗
麟 麟
瑠 瑠
塁 壘 
涙 淚
累 累
類 類
令 令
伶 伶
例 例
冷 冷
励 勵
嶺 嶺
怜 怜
玲 玲
礼 禮
苓 苓
鈴 鈴
隷 隸
零 零
霊 靈
麗 麗
齢 齡
暦 曆
歴 歷
列 列
劣 劣
烈 烈
裂 裂
廉 廉
恋 戀
憐 憐
漣 漣
煉 煉
簾 簾
練 練
聯 聯
蓮 蓮
連 連
錬 鍊
呂 呂
魯 魯
櫓 櫓
炉 爐
賂 賂
路 路
露 露
労 勞
婁 婁
廊 廊
弄 弄
朗 朗
楼 樓
榔 榔
浪 浪
漏 漏
牢 牢
狼 狼
篭 籠
老 老
聾 聾
蝋 蠟
郎 郎
六 六
麓 麓
禄 祿
肋 肋
録 錄
論 論
倭 倭
和 和
話 話
歪 歪
賄 賄
脇 脇
惑 惑
枠 枠
鷲 鷲
亙 亙
亘 亘
鰐 鰐
詫 詫
藁 藳
蕨 蕨
椀 椀
湾 灣
碗 碗
腕 腕
